Sources,P(e),P(not e),P(50-50),Remarks
expert1,0.0,1.0,0.0,
expert2,0.3,0.3,0.4,
expert3,0.0,1.0,0.0,scores do not influence or cause the value
expert4,0.0,0.8,0.2,
expert5,0.2,0.6,0.2,
expert6,0.5,0.2,0.3,
expert7,0.5,0.3,0.2,
expert8,0.3333333333333333,0.3333333333333333,0.3333333333333333,
