Sources,P(e),P(not e),P(50-50),Remarks
expert1,0.0,1.0,0.0,
expert2,0.25,0.25,0.5,
expert3,0.0,1.0,0.0,
expert4,0.2,0.7,0.1,
expert5,0.75,0.1,0.15,
expert6,0.4,0.3,0.3,
expert7,0.6,0.2,0.2,
expert8,0.3333333333333333,0.3333333333333333,0.3333333333333333,
