Sources,P(e),P(not e),P(50-50),Remarks
expert1,0.0,0.0,1.0,
expert2,0.6,0.2,0.2,
expert3,0.85,0.0,0.15,depending on the state of the patient
expert4,0.5,0.4,0.1,
expert5,0.3,0.1,0.6,
expert6,0.3,0.45,0.25,
expert7,0.4,0.3,0.3,
expert8,0.3333333333333333,0.3333333333333333,0.3333333333333333,
