Sources,P(e),P(not e),P(50-50),Remarks
expert1,0.0,0.0,1.0,
expert2,0.5,0.25,0.25,
expert3,0.5,0.0,0.5,may influence decision to set PEEP
expert4,0.8,0.1,0.1,
expert5,0.2,0.6,0.2,
expert6,0.6,0.2,0.2,
expert7,0.15,0.6,0.25,
expert8,0.11111111111111112,0.888888888888889,0.0,
