Sources,P(e),P(not e),P(50-50),Remarks
expert1,0.5,0.0,0.5,
expert2,0.9,0.0,0.1,
expert3,0.85,0.0,0.15,depends on lung compliance.  There is a  lower and upper limt to the affect
expert4,0.7,0.1,0.2,
expert5,0.6,0.2,0.2,
expert6,0.6,0.2,0.2,
expert7,0.3,0.15,0.55,
expert8,0.7,0.0,0.3,
