Sources,P(e),P(not e),P(50-50),Remarks
expert1,1.0,0.0,0.0,
expert2,0.8,0.0,0.2,
expert3,1.0,0.0,0.0,
expert4,0.6,0.3,0.1,
expert5,0.9,0.05,0.05,
expert6,0.75,0.05,0.2,
expert7,0.8,0.05,0.15,
expert8,0.8181818181818181,0.09090909090909091,0.09090909090909091,
