Sources,P(e),P(not e),P(50-50),Remarks
expert1,0.8,0.0,0.2,
expert2,0.6,0.2,0.2,
expert3,1.0,0.0,0.0,
expert4,0.6,0.3,0.1,
expert5,0.8,0.1,0.1,
expert6,0.35,0.5,0.15,
expert7,0.4,0.25,0.35,
expert8,0.7,0.1,0.2,
