Sources,P(e),P(not e),P(50-50),Remarks
expert1,0.5,0.5,0.0,
expert2,0.75,0.2,0.05,
expert3,0.9,0.05,0.05,
expert4,0.8,0.2,0.0,
expert5,0.15,0.65,0.2,
expert6,0.3,0.6,0.1,
expert7,0.3,0.4,0.3,
expert8,0.6,0.2,0.2,
