Sources,P(e),P(not e),P(50-50),Remarks
expert1,0.0,1.0,0.0,
expert2,0.75,0.15,0.1,
expert3,1.0,0.0,0.0,
expert4,0.7,0.2,0.1,
expert5,0.6,0.3,0.1,
expert6,0.4,0.35,0.25,
expert7,0.5,0.1,0.4,
expert8,0.2,0.7,0.1,
