Sources,P(e),P(not e),P(50-50),Remarks
expert1,0.5,0.0,0.5,
expert2,0.5,0.3,0.2,
expert3,0.4,0.0,0.6,may influence PEEP decision
expert4,0.0,0.8,0.2,
expert5,0.1,0.8,0.1,
expert6,0.3,0.5,0.2,
expert7,0.3,0.3,0.4,
expert8,0.2,0.7,0.1,
