Sources,P(e),P(not e),P(50-50),Remarks
expert1,1.0,0.0,0.0,
expert2,0.3,0.3,0.4,
expert3,1.0,0.0,0.0,
expert4,0.6,0.3,0.1,
expert5,0.3,0.3,0.4,
expert6,0.6,0.2,0.2,
expert7,1.0,0.0,0.0,
expert8,1.0,0.0,0.0,
