Sources,P(e),P(not e),P(50-50),Remarks
expert1,0.0,0.0,1.0,
expert2,0.09090909090909091,0.09090909090909091,0.8181818181818181,
expert3,0.75,0.0,0.25,vague
expert4,0.2,0.8,0.0,
expert5,0.22222222222222224,0.6666666666666666,0.11111111111111112,
expert6,0.4,0.35,0.25,
expert7,0.5,0.25,0.25,
expert8,1.0,0.0,0.0,
